image_name,efficientnet-b7-K-1,efficientnet-b7-K-2,efficientnet-b7-K-3,iternet-K-1,iternet-K-2,residual_attention-K-1,residual_attention-K-2,residual_attention-K-3,target,prediction
ISIC_0213336,0.02319304086267948,0.014517463743686676,0.007712305523455143,0.11152296513319016,0.08911096304655075,0.04987215995788574,0.12801070511341095,0.054184604436159134,0,0.059765525977127254
ISIC_2804864,0.07993705570697784,0.1383221298456192,0.15166714787483215,0.041026465594768524,0.16710180044174194,0.2199883759021759,0.10510329902172089,0.11968483030796051,0,0.12785388808697462
ISIC_5423398,0.4708103537559509,0.6835907101631165,0.8302229642868042,0.6402326822280884,0.6565852761268616,0.4285418689250946,0.6133705377578735,0.336595743894577,0,0.5824937671422958
ISIC_4013189,0.1126134842634201,0.06630256026983261,0.16894491016864777,0.3909948170185089,0.5888609290122986,0.49457117915153503,0.5916797518730164,0.4556095600128174,0,0.3586971489712596
ISIC_7107030,0.01405466441065073,0.019495539367198944,0.06308145821094513,0.06336937099695206,0.14258044958114624,0.11248654872179031,0.10149834305047989,0.10938476771116257,0,0.07824389275629073
ISIC_3540000,0.1806003898382187,0.18454749882221222,0.13830029964447021,0.3393282890319824,0.571495532989502,0.5264095067977905,0.41829127073287964,0.15074466168880463,0,0.31371468119323254
ISIC_3486658,0.04839933291077614,0.030365318059921265,0.030027789995074272,0.030344294384121895,0.12099108099937439,0.056368596851825714,0.04568607360124588,0.008452082052826881,0,0.046329321106895804
ISIC_2275821,0.09386911988258362,0.1403900682926178,0.12480837106704712,0.1273881494998932,0.20741626620292664,0.03734602406620979,0.14966809749603271,0.0019617557991296053,0,0.11035598153830506
ISIC_9293624,0.012076649814844131,0.006796829868108034,0.021487291902303696,0.1741928607225418,0.2891141176223755,0.29314127564430237,0.20241039991378784,0.1594993621110916,0,0.14483984844991937
ISIC_9813591,0.07376526296138763,0.28196191787719727,0.07961172610521317,0.19035190343856812,0.384499192237854,0.1501079797744751,0.2545567750930786,0.011270010843873024,0,0.17826559604145586
ISIC_5018298,0.014285686425864697,0.017797352746129036,0.009058747440576553,0.037100959569215775,0.10237093269824982,0.07497305423021317,0.10724160820245743,0.05793226510286331,0,0.05259507580194622
ISIC_9320789,0.06338344514369965,0.05263395607471466,0.13642899692058563,0.2057405412197113,0.29486870765686035,0.10374044626951218,0.11970782279968262,0.14336779713630676,0,0.13998396415263414
ISIC_3242778,0.13796702027320862,0.29558128118515015,0.23624053597450256,0.5159207582473755,0.6102539300918579,0.23764733970165253,0.15825155377388,0.1281648725271225,0,0.2900034114718437
ISIC_7727974,0.07594211399555206,0.005533246789127588,0.007440120913088322,0.0570526160299778,0.07465264946222305,0.12185338884592056,0.19303300976753235,0.04727592319250107,0,0.07284788362449035
ISIC_4312470,0.17196199297904968,0.19605319201946259,0.031245630234479904,0.196373850107193,0.39403674006462097,0.35281962156295776,0.13861584663391113,0.06294338405132294,0,0.19300628220662475
ISIC_5829938,0.7973716259002686,0.6168422698974609,0.41199418902397156,0.7225871086120605,0.7255261540412903,0.5646923780441284,0.4305097460746765,0.36191442608833313,1,0.5789297372102737
ISIC_5939374,0.10361967980861664,0.11000489443540573,0.031227491796016693,0.36724042892456055,0.5237916707992554,0.3421473205089569,0.3088299632072449,0.1153608039021492,0,0.23777778167277575
ISIC_4000690,0.10962538421154022,0.182254821062088,0.1857120394706726,0.03640201315283775,0.04029010608792305,0.017446275800466537,0.0928734615445137,0.04187299683690071,0,0.08830963727086782
ISIC_4292703,0.09243738651275635,0.0463385134935379,0.08951206505298615,0.1218663677573204,0.3018474578857422,0.051505401730537415,0.028882184997200966,0.1027902364730835,0,0.10439745173789561
ISIC_3302126,0.026186062023043633,0.07443186640739441,0.020723197609186172,0.015254723839461803,0.1031845286488533,0.13093169033527374,0.12514914572238922,0.07273206859827042,0,0.07107416039798409
ISIC_5614085,0.002298379549756646,0.011753270402550697,0.0157704409211874,0.015404867008328438,0.057794418185949326,0.027667153626680374,0.044350866228342056,0.002414627466350794,0,0.022181752923643216
ISIC_0840255,0.08149276673793793,0.11854207515716553,0.09994104504585266,0.16704706847667694,0.2138770967721939,0.17157235741615295,0.2287673056125641,0.014435838907957077,0,0.13695944426581264
ISIC_8207974,0.739278256893158,0.10135619342327118,0.7391385436058044,0.3948321044445038,0.3223518133163452,0.47112929821014404,0.07411395013332367,0.17233066260814667,1,0.3768163528293371
ISIC_4850844,0.01463830191642046,0.01078167837113142,0.02835206687450409,0.03954268991947174,0.023986971005797386,0.007955444045364857,0.04406651481986046,0.008448713459074497,0,0.022221547551453114
ISIC_5406752,0.7051935195922852,0.7126865983009338,0.5572929382324219,0.6104029417037964,0.5093623399734497,0.4320485293865204,0.38654640316963196,0.23868775367736816,0,0.5190276280045509
ISIC_5309814,0.004624274559319019,0.010927453637123108,0.008920202031731606,0.025247786194086075,0.1052907332777977,0.012643560767173767,0.02870532125234604,0.007499509956687689,0,0.025482355209533125
ISIC_6434878,0.14594343304634094,0.251472532749176,0.16514644026756287,0.06302572786808014,0.3528076708316803,0.13699734210968018,0.04647545516490936,0.055726174265146255,0,0.152199347037822
ISIC_9374187,0.5776143670082092,0.20165778696537018,0.190301313996315,0.27993860840797424,0.4521140158176422,0.5060646533966064,0.4150148034095764,0.029975008219480515,0,0.3315850696526468
ISIC_4481684,0.337309867143631,0.8945996165275574,0.4772379696369171,0.5838518142700195,0.6450603008270264,0.6098835468292236,0.48133641481399536,0.6414369940757751,0,0.5838395655155182
ISIC_7835507,0.23781928420066833,0.0444793738424778,0.16391794383525848,0.43572717905044556,0.43619728088378906,0.16577503085136414,0.08159425854682922,0.10757344961166382,0,0.20913547510281205
ISIC_2662834,0.10317584127187729,0.08645462989807129,0.31744956970214844,0.16235661506652832,0.24112841486930847,0.2184433788061142,0.2818984091281891,0.26429301500320435,0,0.20939998421818018
ISIC_8926892,0.27126994729042053,0.19993092119693756,0.21552331745624542,0.19316022098064423,0.35837504267692566,0.13826845586299896,0.14674074947834015,0.21828141808509827,0,0.21769375912845135
ISIC_6063007,0.1589646339416504,0.5751903653144836,0.5740000009536743,0.45356062054634094,0.5628276467323303,0.3617296814918518,0.43670356273651123,0.06623833626508713,0,0.3986518559977412
ISIC_3249704,0.11935888230800629,0.1530146300792694,0.21898038685321808,0.0864819809794426,0.1647675633430481,0.26528897881507874,0.26199376583099365,0.07081586122512817,0,0.16758775617927313
ISIC_3566046,0.10509908199310303,0.052829861640930176,0.09574185311794281,0.004812955856323242,0.014695740304887295,0.03474688157439232,0.09805966913700104,0.03269859775900841,0,0.05483558017294854
ISIC_2440281,0.02230614237487316,0.02628359943628311,0.03175891935825348,0.013795947656035423,0.025998646393418312,0.06809265911579132,0.11744040995836258,0.04395109787583351,0,0.04370342777110636
ISIC_6028082,0.12364942580461502,0.09945226460695267,0.0883694663643837,0.1088574156165123,0.2478436976671219,0.5673150420188904,0.44162052869796753,0.1033751368522644,0,0.22256037220358849
ISIC_5053869,0.10094954818487167,0.0878899097442627,0.02043030969798565,0.012709341011941433,0.020489700138568878,0.15702225267887115,0.1182427853345871,0.0691276267170906,0,0.0733576841885224
ISIC_7952228,0.16902771592140198,0.17819294333457947,0.19259414076805115,0.34016457200050354,0.4525100886821747,0.6551790237426758,0.4104275405406952,0.1698189526796341,0,0.3209893722087145
ISIC_4661994,0.22767390310764313,0.4708758592605591,0.19423803687095642,0.4257428050041199,0.6027290225028992,0.4443886876106262,0.47789379954338074,0.31174346804618835,0,0.3944106977432966
ISIC_9672236,0.016811905428767204,0.008892460726201534,0.004746677353978157,0.09882783144712448,0.06368518620729446,0.10438583046197891,0.07143580168485641,0.10941605269908905,0,0.05977521825116128
ISIC_1313882,0.3922058343887329,0.4332665801048279,0.5350913405418396,0.5274052023887634,0.5027453899383545,0.6031593084335327,0.3756682276725769,0.017518213018774986,0,0.42338251206092536
ISIC_8617532,0.011517688632011414,0.019736502319574356,0.034770265221595764,0.05260385945439339,0.045623090118169785,0.01663953997194767,0.2451700121164322,0.027054626494646072,0,0.05663944804109633
ISIC_2786082,0.2969599664211273,0.7736161947250366,0.45833829045295715,0.5253088474273682,0.558161199092865,0.44873225688934326,0.42541611194610596,0.07497929781675339,0,0.4451890205964446
ISIC_7132832,0.037650372833013535,0.04152284935116768,0.025422414764761925,0.013514750637114048,0.015096998773515224,0.08445177972316742,0.13358661532402039,0.06945646554231644,0,0.05258778086863458
ISIC_3194670,0.02531972900032997,0.041039880365133286,0.06785325706005096,0.022729886695742607,0.041357219219207764,0.11047916114330292,0.1301460713148117,0.01798405312001705,0,0.05711365723982453
ISIC_4288307,0.05224987864494324,0.08158835768699646,0.19341886043548584,0.12649977207183838,0.33596178889274597,0.06822046637535095,0.0717901885509491,0.03935381397604942,0,0.12113539082929492
ISIC_3090792,0.01713341288268566,0.07164668291807175,0.0023161927238106728,0.41918349266052246,0.517299473285675,0.27597275376319885,0.38576406240463257,0.2709990441799164,0,0.24503938935231417
ISIC_8910102,0.13405245542526245,0.03725641965866089,0.05224962532520294,0.2979806959629059,0.2176211178302765,0.31871065497398376,0.15738870203495026,0.07302295416593552,0,0.16103532817214727
ISIC_8412096,0.058202918618917465,0.015982404351234436,0.1808866709470749,0.060679350048303604,0.09967686235904694,0.15237240493297577,0.1572066694498062,0.025233909487724304,0,0.09378014877438545
ISIC_0563533,0.007883278653025627,0.016260694712400436,0.06120878830552101,0.2654232084751129,0.40070053935050964,0.14350317418575287,0.060128532350063324,0.0037290567997843027,0,0.11985465910402127
ISIC_2129226,0.016772307455539703,0.015473298728466034,0.017108822241425514,0.021945051848888397,0.0600530281662941,0.015340501442551613,0.08184003084897995,0.02077450044453144,0,0.031163442647084594
ISIC_2412113,0.9142559170722961,0.8797793388366699,0.8417395353317261,0.4915076494216919,0.6842612624168396,0.45055627822875977,0.4177864193916321,0.5669663548469543,1,0.6558565944433212
ISIC_2927587,0.018030477687716484,0.0031179164070636034,0.037180591374635696,0.01634371653199196,0.0516301691532135,0.09494495391845703,0.1326591670513153,0.044733740389347076,0,0.04983009156421758
ISIC_4538207,0.021011175587773323,0.02718978375196457,0.056940026581287384,0.040962014347314835,0.016581067815423012,0.024485109373927116,0.04925260692834854,0.0169936865568161,0,0.03167693386785686
ISIC_6869128,0.16694700717926025,0.07893583178520203,0.29814451932907104,0.46000102162361145,0.5796661376953125,0.5671096444129944,0.48161059617996216,0.4224061071872711,0,0.3818526081740856
ISIC_1652746,0.6814151406288147,0.3943387567996979,0.20800139009952545,0.24155381321907043,0.5799696445465088,0.6841103434562683,0.3982689380645752,0.273676335811615,0,0.43266679532825947
ISIC_8300858,0.0660027265548706,0.07225742936134338,0.009293179027736187,0.16963160037994385,0.11155186593532562,0.029912754893302917,0.0937790498137474,0.02925805002450943,0,0.07271083199884742
ISIC_4959023,0.04438909888267517,0.08377198129892349,0.060726720839738846,0.0257699117064476,0.04492798075079918,0.13565534353256226,0.21561793982982635,0.11664535850286484,0,0.09093804191797972
ISIC_7440257,0.09884077310562134,0.04869499057531357,0.04950707033276558,0.38143837451934814,0.43501004576683044,0.15851838886737823,0.25139662623405457,0.0575706921517849,0,0.1851221201941371
ISIC_5602724,0.0366409569978714,0.02506917342543602,0.014494857750833035,0.01663845404982567,0.025331417098641396,0.025232486426830292,0.08991406857967377,0.03146354481577873,0,0.03309811989311129
ISIC_7481615,0.03864841163158417,0.022791922092437744,0.014439096674323082,0.024641549214720726,0.017094185575842857,0.05226770415902138,0.1328316330909729,0.032991744577884674,0,0.04196328087709844
ISIC_2788286,0.05913330614566803,0.021640487015247345,0.021260863170027733,0.21590480208396912,0.29832205176353455,0.2327401041984558,0.12769180536270142,0.04917166009545326,0,0.12823313497938216
ISIC_7255445,0.2264717072248459,0.3161253035068512,0.3275448679924011,0.27579331398010254,0.6097298860549927,0.6058403849601746,0.5534942746162415,0.5905088186264038,0,0.43818856962025166
ISIC_2260164,0.14784984290599823,0.4294287860393524,0.39170870184898376,0.48958292603492737,0.41740158200263977,0.6619598865509033,0.41834354400634766,0.016355939209461212,0,0.3715789010748267
ISIC_9481406,0.1722395420074463,0.052426911890506744,0.0865214616060257,0.38560789823532104,0.48555320501327515,0.3753746747970581,0.22067461907863617,0.08167669922113419,0,0.23250937648117542
ISIC_4725027,0.1871635764837265,0.3062179684638977,0.26564404368400574,0.22825725376605988,0.36061373353004456,0.5088840126991272,0.28301912546157837,0.15041802823543549,0,0.28627721779048443
ISIC_7718384,0.8117103576660156,0.6954845786094666,0.7856581807136536,0.6772640347480774,0.8090118765830994,0.4476531744003296,0.6161103248596191,0.17942221462726593,0,0.6277893427759409
ISIC_7220105,0.0976184755563736,0.049497731029987335,0.03421414643526077,0.16882973909378052,0.3463132977485657,0.36923491954803467,0.30344733595848083,0.21861612796783447,0,0.19847147166728973
ISIC_9880258,0.5152928233146667,0.3831855356693268,0.07258564233779907,0.5776091814041138,0.6256209015846252,0.5474207997322083,0.3089117705821991,0.4307195246219635,0,0.4326682724058628
ISIC_7519274,0.10028568655252457,0.12532320618629456,0.0577385276556015,0.06425856053829193,0.25001564621925354,0.24580402672290802,0.14056840538978577,0.03203774243593216,0,0.127003975212574
ISIC_5470300,0.05143079161643982,0.024656666442751884,0.022433815523982048,0.01632731966674328,0.19106240570545197,0.06379295140504837,0.12063038349151611,0.08919665217399597,0,0.07244137325324118
ISIC_7426927,0.25861307978630066,0.11830317974090576,0.04197123646736145,0.28445497155189514,0.34744325280189514,0.08620406687259674,0.10010118782520294,0.0007485035457648337,0,0.15472993482399033
ISIC_9127214,0.05473283678293228,0.019457370042800903,0.17031711339950562,0.007917816750705242,0.09912816435098648,0.08013258874416351,0.0692315399646759,0.04910983890295029,0,0.06875340861734003
ISIC_0727489,0.01241601724177599,0.025043990463018417,0.03650834038853645,0.02070227451622486,0.02804325893521309,0.008961931802332401,0.07214363664388657,0.01584220863878727,0,0.02745770732872188
ISIC_6733338,0.26265382766723633,0.30704736709594727,0.4460816979408264,0.24200090765953064,0.3141061067581177,0.43754276633262634,0.31071311235427856,0.08383539319038391,0,0.3004976473748684
ISIC_3431020,0.36008235812187195,0.1614072322845459,0.33430370688438416,0.4763786792755127,0.37321460247039795,0.42757952213287354,0.3595021963119507,0.2812217175960541,0,0.34671125188469887
ISIC_6968124,0.010953204706311226,0.023832960054278374,0.0494963563978672,0.28649190068244934,0.4215230345726013,0.03386281058192253,0.0352591946721077,0.012776064686477184,0,0.10927444079425186
ISIC_7492374,0.05505745857954025,0.046206552535295486,0.03430568426847458,0.01152963750064373,0.03659972548484802,0.05722205340862274,0.13813522458076477,0.05868544429540634,0,0.05471772258169949
ISIC_4654443,0.008783374913036823,0.004972582217305899,0.003458355087786913,0.016899077221751213,0.009946513921022415,0.031148824840784073,0.12929120659828186,0.024171220138669014,0,0.028583894367329776
ISIC_7321132,0.08048030734062195,0.23840637505054474,0.09532736241817474,0.26477476954460144,0.2588459253311157,0.2837147116661072,0.2316172868013382,0.029314063489437103,0,0.18531010020524263
ISIC_8466737,0.11284563690423965,0.05591998249292374,0.1930532604455948,0.2008780688047409,0.3742213845252991,0.06211138516664505,0.09728783369064331,0.04460039734840393,0,0.1426147436723113
ISIC_6933573,0.06377344578504562,0.045138414949178696,0.16206389665603638,0.4115181863307953,0.3580881655216217,0.24834778904914856,0.3341200351715088,0.27391254901885986,0,0.23712031031027436
ISIC_2642742,0.14290079474449158,0.1504300981760025,0.108083575963974,0.055517666041851044,0.15373799204826355,0.1273687481880188,0.18711966276168823,0.07943643629550934,0,0.12557437177747488
ISIC_4144198,0.030879881232976913,0.025173800066113472,0.031972479075193405,0.03338615968823433,0.02623726613819599,0.057241883128881454,0.12491665035486221,0.005472914781421423,0,0.0419101293082349
ISIC_3704157,0.030008260160684586,0.026674943044781685,0.03568442165851593,0.26098963618278503,0.4650413393974304,0.37844616174697876,0.20007559657096863,0.3273046910762787,0,0.21552813122980297
ISIC_2080947,0.11767693608999252,0.10309424251317978,0.12884165346622467,0.43221908807754517,0.5346363186836243,0.36075931787490845,0.31829217076301575,0.18279625475406647,0,0.27228949777781963
ISIC_2067317,0.05471440777182579,0.07368530333042145,0.05669185891747475,0.027205122634768486,0.039605069905519485,0.11670349538326263,0.1989617794752121,0.09536262601613998,0,0.08286620792932808
ISIC_9665176,0.14431165158748627,0.5534355640411377,0.36728623509407043,0.21424023807048798,0.5673948526382446,0.049098026007413864,0.13597677648067474,0.13121888041496277,0,0.2703702780418098
ISIC_3596532,0.09639796614646912,0.04385792464017868,0.057828593999147415,0.272611528635025,0.32248321175575256,0.11827345937490463,0.11817440390586853,0.02401783876121044,0,0.13170561590231955
ISIC_8026814,0.012920456007122993,0.06535671651363373,0.04519856721162796,0.03101886808872223,0.061118222773075104,0.06555623561143875,0.10839696228504181,0.0041281539015471935,0,0.04921177279902622
ISIC_6761105,0.5186151266098022,0.555968701839447,0.4142703115940094,0.5484694838523865,0.6288161277770996,0.5054088234901428,0.7206754684448242,0.6917710900306702,0,0.5729993917047977
ISIC_5449507,0.06415009498596191,0.04048289358615875,0.04701962694525719,0.4896543025970459,0.6055397987365723,0.4420890510082245,0.17329707741737366,0.10502860695123672,0,0.24590768152847886
ISIC_3179478,0.013493566773831844,0.06226701661944389,0.09414657205343246,0.23974207043647766,0.38244202733039856,0.021293476223945618,0.022366760298609734,0.0023472134489566088,0,0.10476233789813705
ISIC_4545717,0.4394153952598572,0.4091927707195282,0.38410893082618713,0.4332367181777954,0.6071733832359314,0.5854318737983704,0.44333207607269287,0.4534631073474884,0,0.46941928192973137
ISIC_7933945,0.02985573746263981,0.02275584638118744,0.031018424779176712,0.06218813732266426,0.027128856629133224,0.07809287309646606,0.05188571661710739,0.003644064534455538,0,0.038321207102853805
ISIC_3692217,0.007696354296058416,0.027804553508758545,0.01031575072556734,0.13510793447494507,0.09424404054880142,0.09746876358985901,0.05945642665028572,0.022381985560059547,0,0.056809476169291884
ISIC_8125801,0.4671935439109802,0.6716073155403137,0.12201467901468277,0.7336076498031616,0.753645658493042,0.35059720277786255,0.36331573128700256,0.17058083415031433,0,0.45407032687216997
ISIC_5640246,0.03659440204501152,0.03138167783617973,0.053821831941604614,0.15161675214767456,0.21698234975337982,0.015027009882032871,0.04197849705815315,0.008267765864729881,0,0.06945878581609577
ISIC_2114240,0.20377936959266663,0.3095509707927704,0.06244489178061485,0.45766669511795044,0.4524417817592621,0.09034013003110886,0.46213972568511963,0.08400064706802368,0,0.26529552647843957
ISIC_5600337,0.3751881718635559,0.29395389556884766,0.2901657223701477,0.593532145023346,0.3536294400691986,0.22626711428165436,0.39392396807670593,0.24436721205711365,0,0.3463784586638212
ISIC_1892887,0.669297993183136,0.35601910948753357,0.42970791459083557,0.3598002791404724,0.5362529754638672,0.5553624033927917,0.4778444468975067,0.41408571600914,0,0.4747963547706604
ISIC_9417173,0.017451148480176926,0.010058648884296417,0.005813515745103359,0.026325881481170654,0.0621878020465374,0.06230277940630913,0.1509961187839508,0.025318553671240807,0,0.04505680606234819
ISIC_4269911,0.047100577503442764,0.06608148664236069,0.04959443211555481,0.0655459314584732,0.2055758386850357,0.13190077245235443,0.10792070627212524,0.21934780478477478,0,0.1116334437392652
ISIC_9292220,0.2797955572605133,0.25860896706581116,0.17821097373962402,0.37816473841667175,0.378999263048172,0.07961626350879669,0.16820330917835236,0.137226402759552,0,0.23235318437218666
ISIC_5247560,0.8343197107315063,0.4751245975494385,0.8285806179046631,0.6087294220924377,0.5847986340522766,0.732720136642456,0.4067605435848236,0.6045308709144592,1,0.6344455666840076
ISIC_2968542,0.5969995260238647,0.7280665040016174,0.4901859760284424,0.45253682136535645,0.49841177463531494,0.4946454167366028,0.32034826278686523,0.19545483589172363,0,0.47208113968372345
ISIC_6608938,0.03257644176483154,0.06269054114818573,0.09163160622119904,0.03340980038046837,0.029909763485193253,0.04752334952354431,0.06388364732265472,0.024143123999238014,0,0.04822103423066437
ISIC_4983367,0.03504052385687828,0.03966182842850685,0.05745851248502731,0.026368387043476105,0.10610023140907288,0.11139946430921555,0.060230791568756104,0.07675570994615555,0,0.06412693113088608
ISIC_5858628,0.09888660907745361,0.017408005893230438,0.04533703625202179,0.0435214526951313,0.09091757982969284,0.03587727248668671,0.15433382987976074,0.03357319161295891,0,0.06498187221586704
ISIC_5198439,0.00967295654118061,0.016463132575154305,0.05152609199285507,0.02734976075589657,0.15963831543922424,0.06504418700933456,0.06980006396770477,0.01566617749631405,0,0.05189508572220802
ISIC_6374821,0.13549135625362396,0.16749535501003265,0.24431385099887848,0.3524237275123596,0.5016587972640991,0.3663288354873657,0.2640988230705261,0.016417725011706352,0,0.256028558826074
ISIC_4086312,0.23539477586746216,0.4111768901348114,0.2641511559486389,0.4694604277610779,0.5924550294876099,0.5563706159591675,0.3919440507888794,0.09571186453104019,0,0.3770831013098359
ISIC_7936559,0.19956573843955994,0.13325509428977966,0.3577505648136139,0.4745148718357086,0.46966347098350525,0.5806867480278015,0.35322776436805725,0.35920071601867676,0,0.36598312109708786
ISIC_1646813,0.19632099568843842,0.19586525857448578,0.33295148611068726,0.25833985209465027,0.11615265905857086,0.16526496410369873,0.25755998492240906,0.04155774787068367,0,0.195501618552953
ISIC_9698774,0.06657450646162033,0.09178248792886734,0.38162264227867126,0.041066721081733704,0.043769411742687225,0.12579573690891266,0.07737889140844345,0.03335248678922653,0,0.10766786057502031
ISIC_3849684,0.03426945582032204,0.019960874691605568,0.013221695087850094,0.03575874865055084,0.014790923334658146,0.03924731910228729,0.023256191983819008,0.0024199960753321648,0,0.022865650593303144
ISIC_7500420,0.5388986468315125,0.6039581298828125,0.4442843794822693,0.5739762783050537,0.6380822658538818,0.37815436720848083,0.534470796585083,0.3699953556060791,0,0.5102275274693966
ISIC_6945603,0.0031215099152177572,0.004581901710480452,0.01632878929376602,0.006360543891787529,0.012152916751801968,0.020198993384838104,0.06684700399637222,0.020013155415654182,0,0.01870060179498978
ISIC_0897526,0.10202525556087494,0.1245744526386261,0.06940177083015442,0.017642861232161522,0.019511152058839798,0.11045517027378082,0.08644574135541916,0.022522779181599617,0,0.06907239789143205
ISIC_6930719,0.01583978533744812,0.02235097624361515,0.008122633211314678,0.02001142129302025,0.0491454042494297,0.029203765094280243,0.04923311620950699,0.02703142538666725,0,0.027617315878160298
ISIC_4096200,0.036297060549259186,0.06621554493904114,0.012705415487289429,0.21579121053218842,0.3590276837348938,0.25322315096855164,0.23881500959396362,0.019804837182164192,0,0.15023498912341893
